"행정구역","2023년05월_계_총인구수","2023년05월_계_연령구간인구수","2023년05월_계_0~9세","2023년05월_계_10~19세","2023년05월_계_20~29세","2023년05월_계_30~39세","2023년05월_계_40~49세","2023년05월_계_50~59세","2023년05월_계_60~69세","2023년05월_계_70~79세","2023년05월_계_80~89세","2023년05월_계_90~99세","2023년05월_계_100세 이상","2023년05월_남_총인구수","2023년05월_남_연령구간인구수","2023년05월_남_0~9세","2023년05월_남_10~19세","2023년05월_남_20~29세","2023년05월_남_30~39세","2023년05월_남_40~49세","2023년05월_남_50~59세","2023년05월_남_60~69세","2023년05월_남_70~79세","2023년05월_남_80~89세","2023년05월_남_90~99세","2023년05월_남_100세 이상","2023년05월_여_총인구수","2023년05월_여_연령구간인구수","2023년05월_여_0~9세","2023년05월_여_10~19세","2023년05월_여_20~29세","2023년05월_여_30~39세","2023년05월_여_40~49세","2023년05월_여_50~59세","2023년05월_여_60~69세","2023년05월_여_70~79세","2023년05월_여_80~89세","2023년05월_여_90~99세","2023년05월_여_100세 이상"
"서울특별시 동대문구 휘경제1동(1123072000)","13,943","13,943","727","821","3,730","2,118","1,635","1,891","1,511","966","475","66","3","6,574","6,574","370","389","1,537","1,120","844","909","760","423","199","22","1","7,369","7,369","357","432","2,193","998","791","982","751","543","276","44","2"
"서울특별시 동대문구 휘경제2동(1123073000)","24,445","24,445","998","1,981","5,925","3,045","3,195","3,543","2,997","1,826","837","96","2","12,179","12,179","537","948","3,096","1,620","1,603","1,776","1,412","811","343","33","0","12,266","12,266","461","1,033","2,829","1,425","1,592","1,767","1,585","1,015","494","63","2"
"서울특별시 동대문구 이문제1동(1123074000)","17,951","17,951","575","1,235","5,106","2,085","2,052","2,513","2,101","1,373","822","86","3","8,884","8,884","288","629","2,432","1,187","1,064","1,302","1,033","585","334","29","1","9,067","9,067","287","606","2,674","898","988","1,211","1,068","788","488","57","2"
"서울특별시 동대문구 이문제2동(1123075000)","19,551","19,551","1,018","1,645","2,673","2,373","2,835","3,308","2,858","1,853","892","95","1","9,386","9,386","517","839","1,209","1,174","1,444","1,644","1,377","800","358","23","1","10,165","10,165","501","806","1,464","1,199","1,391","1,664","1,481","1,053","534","72","0"
"서울특별시 중랑구 (1126000000)","384,650","384,650","19,901","24,592","51,408","57,635","54,253","65,125","62,921","32,548","14,463","1,750","54","189,019","189,019","10,129","12,571","24,772","29,536","28,238","32,181","30,463","14,875","5,818","426","10","195,631","195,631","9,772","12,021","26,636","28,099","26,015","32,944","32,458","17,673","8,645","1,324","44"
"서울특별시 중랑구 면목제2동(1126052000)","23,770","23,770","1,024","1,379","3,000","3,366","3,287","4,502","4,092","2,078","922","118","2","11,830","11,830","518","687","1,463","1,773","1,764","2,280","1,989","951","370","34","1","11,940","11,940","506","692","1,537","1,593","1,523","2,222","2,103","1,127","552","84","1"
"서울특별시 중랑구 면목제4동(1126054000)","18,370","18,370","889","1,149","2,275","2,456","2,756","3,211","2,997","1,820","737","76","4","9,142","9,142","452","610","1,169","1,283","1,463","1,619","1,452","758","308","27","1","9,228","9,228","437","539","1,106","1,173","1,293","1,592","1,545","1,062","429","49","3"
"서울특별시 중랑구 면목제5동(1126055000)","14,696","14,696","1,358","854","1,584","2,490","2,410","2,377","2,100","1,025","449","47","2","7,354","7,354","679","440","815","1,244","1,280","1,202","1,035","477","172","10","0","7,342","7,342","679","414","769","1,246","1,130","1,175","1,065","548","277","37","2"
"서울특별시 중랑구 면목본동(1126056500)","32,958","32,958","1,255","1,670","4,881","5,293","4,505","5,919","5,264","2,812","1,214","142","3","16,259","16,259","648","815","2,336","2,807","2,395","2,954","2,550","1,222","502","28","2","16,699","16,699","607","855","2,545","2,486","2,110","2,965","2,714","1,590","712","114","1"
"서울특별시 중랑구 면목제7동(1126057000)","21,416","21,416","1,060","1,094","2,843","3,255","2,916","3,660","3,669","2,006","805","106","2","10,692","10,692","573","576","1,366","1,688","1,555","1,846","1,789","939","332","28","0","10,724","10,724","487","518","1,477","1,567","1,361","1,814","1,880","1,067","473","78","2"
"서울특별시 중랑구 면목제3.8동(1126057500)","24,650","24,650","966","1,281","3,452","3,549","3,257","4,438","4,334","2,258","1,009","104","2","12,211","12,211","488","659","1,730","1,900","1,724","2,197","2,034","1,042","417","20","0","12,439","12,439","478","622","1,722","1,649","1,533","2,241","2,300","1,216","592","84","2"
"서울특별시 중랑구 상봉제1동(1126058000)","23,367","23,367","1,527","1,777","3,051","3,436","3,328","3,952","3,747","1,665","793","90","1","11,350","11,350","765","942","1,500","1,722","1,688","1,860","1,811","736","317","9","0","12,017","12,017","762","835","1,551","1,714","1,640","2,092","1,936","929","476","81","1"
"서울특별시 중랑구 상봉제2동(1126059000)","20,247","20,247","743","669","4,078","4,710","2,477","2,914","2,644","1,341","577","87","7","9,725","9,725","370","358","1,675","2,323","1,311","1,483","1,317","612","244","31","1","10,522","10,522","373","311","2,403","2,387","1,166","1,431","1,327","729","333","56","6"
"서울특별시 중랑구 중화제1동(1126060000)","18,987","18,987","983","1,193","2,391","3,083","2,623","2,983","3,266","1,723","679","61","2","9,332","9,332","488","606","1,173","1,602","1,398","1,415","1,541","816","275","17","1","9,655","9,655","495","587","1,218","1,481","1,225","1,568","1,725","907","404","44","1"
"서울특별시 중랑구 중화제2동(1126061000)","24,255","24,255","907","1,014","3,383","3,634","3,121","4,404","4,448","2,173","1,073","97","1","12,455","12,455","491","546","1,663","1,926","1,708","2,330","2,307","1,009","447","28","0","11,800","11,800","416","468","1,720","1,708","1,413","2,074","2,141","1,164","626","69","1"
"서울특별시 중랑구 묵제1동(1126062000)","33,929","33,929","1,822","2,972","4,810","4,543","5,278","5,500","4,930","2,739","1,204","129","2","16,208","16,208","912","1,535","2,201","2,248","2,600","2,643","2,281","1,250","509","29","0","17,721","17,721","910","1,437","2,609","2,295","2,678","2,857","2,649","1,489","695","100","2"
"서울특별시 중랑구 묵제2동(1126063000)","18,355","18,355","837","1,075","2,490","2,716","2,664","3,101","3,042","1,648","713","66","3","8,976","8,976","432","562","1,200","1,399","1,366","1,532","1,413","750","300","21","1","9,379","9,379","405","513","1,290","1,317","1,298","1,569","1,629","898","413","45","2"
"서울특별시 중랑구 망우본동(1126065500)","35,607","35,607","2,448","2,101","4,569","5,806","4,924","5,555","5,853","2,859","1,303","182","7","17,587","17,587","1,256","1,014","2,101","2,965","2,628","2,796","2,951","1,340","493","42","1","18,020","18,020","1,192","1,087","2,468","2,841","2,296","2,759","2,902","1,519","810","140","6"
"서울특별시 중랑구 망우제3동(1126066000)","15,847","15,847","593","910","2,096","1,935","2,007","3,054","2,968","1,519","651","113","1","7,958","7,958","305","418","1,058","1,038","1,061","1,537","1,524","714","274","29","0","7,889","7,889","288","492","1,038","897","946","1,517","1,444","805","377","84","1"
"서울특별시 중랑구 신내1동(1126068000)","38,326","38,326","2,464","3,917","4,350","4,659","5,805","6,206","6,147","3,085","1,471","215","7","18,515","18,515","1,241","2,020","2,234","2,286","2,839","2,942","2,910","1,450","553","40","0","19,811","19,811","1,223","1,897","2,116","2,373","2,966","3,264","3,237","1,635","918","175","7"
"서울특별시 중랑구 신내2동(1126069000)","19,870","19,870","1,025","1,537","2,155","2,704","2,895","3,349","3,420","1,797","863","117","8","9,425","9,425","511","783","1,088","1,332","1,458","1,545","1,559","809","305","33","2","10,445","10,445","514","754","1,067","1,372","1,437","1,804","1,861","988","558","84","6"
"서울특별시 성북구 (1129000000)","429,689","429,689","25,173","36,169","65,460","56,879","64,989","70,536","58,005","33,203","17,046","2,172","57","206,319","206,319","12,859","18,265","30,995","28,507","31,858","34,835","27,216","14,468","6,732","572","12","223,370","223,370","12,314","17,904","34,465","28,372","33,131","35,701","30,789","18,735","10,314","1,600","45"
"서울특별시 성북구 성북동(1129052500)","16,091","16,091","646","1,076","2,641","2,499","2,269","2,695","2,144","1,212","775","129","5","7,474","7,474","314","544","1,200","1,216","1,066","1,263","1,012","505","312","40","2","8,617","8,617","332","532","1,441","1,283","1,203","1,432","1,132","707","463","89","3"
"서울특별시 성북구 삼선동(1129055500)","22,466","22,466","831","1,770","4,200","3,120","3,122","3,774","2,833","1,706","991","114","5","10,662","10,662","433","892","1,868","1,523","1,543","1,907","1,364","723","371","36","2","11,804","11,804","398","878","2,332","1,597","1,579","1,867","1,469","983","620","78","3"
"서울특별시 성북구 동선동(1129057500)","15,030","15,030","432","951","4,582","2,413","1,780","1,872","1,453","936","539","70","2","6,206","6,206","205","369","1,390","1,160","861","921","661","418","203","18","0","8,824","8,824","227","582","3,192","1,253","919","951","792","518","336","52","2"
"서울특별시 성북구 돈암제1동(1129058000)","14,349","14,349","703","1,119","1,848","1,883","1,873","2,591","2,314","1,286","654","76","2","6,684","6,684","361","539","844","920","888","1,244","1,062","571","233","22","0","7,665","7,665","342","580","1,004","963","985","1,347","1,252","715","421","54","2"
"서울특별시 성북구 돈암제2동(1129059000)","23,528","23,528","1,706","2,640","2,731","2,782","3,959","4,303","2,933","1,510","813","149","2","11,126","11,126","865","1,297","1,354","1,347","1,800","2,075","1,377","660","314","37","0","12,402","12,402","841","1,343","1,377","1,435","2,159","2,228","1,556","850","499","112","2"
"서울특별시 성북구 안암동(1129060000)","15,120","15,120","379","849","5,550","2,008","1,435","1,940","1,463","898","520","75","3","7,618","7,618","193","458","2,853","1,130","728","952","714","389","178","22","1","7,502","7,502","186","391","2,697","878","707","988","749","509","342","53","2"
"서울특별시 성북구 보문동(1129061000)","16,305","16,305","1,012","1,004","2,694","2,783","2,359","2,656","2,058","1,131","534","72","2","7,801","7,801","523","466","1,245","1,411","1,186","1,297","966","482","205","20","0","8,504","8,504","489","538","1,449","1,372","1,173","1,359","1,092","649","329","52","2"
"서울특별시 성북구 정릉제1동(1129062000)","17,861","17,861","1,258","1,667","2,195","2,388","2,952","2,864","2,332","1,385","730","89","1","8,553","8,553","659","830","1,097","1,180","1,417","1,386","1,091","585","281","27","0","9,308","9,308","599","837","1,098","1,208","1,535","1,478","1,241","800","449","62","1"
"서울특별시 성북구 정릉제2동(1129063000)","22,675","22,675","1,286","1,670","3,050","3,008","3,258","3,819","3,451","1,993","1,023","117","0","10,953","10,953","646","884","1,533","1,512","1,662","1,823","1,572","900","387","34","0","11,722","11,722","640","786","1,517","1,496","1,596","1,996","1,879","1,093","636","83","0"
"서울특별시 성북구 정릉제3동(1129064000)","15,154","15,154","464","994","3,395","1,801","1,617","2,287","2,250","1,448","791","105","2","7,553","7,553","248","531","1,900","1,019","807","1,119","987","630","290","22","0","7,601","7,601","216","463","1,495","782","810","1,168","1,263","818","501","83","2"
"서울특별시 성북구 정릉제4동(1129065000)","24,338","24,338","1,295","2,019","3,131","2,880","3,717","4,219","3,689","2,159","1,083","143","3","11,652","11,652","675","1,038","1,563","1,445","1,814","2,045","1,662","936","440","34","0","12,686","12,686","620","981","1,568","1,435","1,903","2,174","2,027","1,223","643","109","3"
"서울특별시 성북구 길음제1동(1129066000)","34,801","34,801","3,062","4,958","3,385","3,764","7,296","5,660","3,442","2,084","1,020","126","4","16,463","16,463","1,571","2,424","1,615","1,696","3,385","2,939","1,536","849","423","25","0","18,338","18,338","1,491","2,534","1,770","2,068","3,911","2,721","1,906","1,235","597","101","4"
"서울특별시 성북구 길음제2동(1129068500)","21,844","21,844","2,045","2,069","2,531","2,920","3,931","3,638","2,652","1,382","586","88","2","10,475","10,475","1,030","1,104","1,178","1,386","1,884","1,795","1,221","639","217","21","0","11,369","11,369","1,015","965","1,353","1,534","2,047","1,843","1,431","743","369","67","2"
"서울특별시 성북구 종암동(1129070500)","38,048","38,048","2,186","3,466","5,548","4,673","5,901","6,316","5,132","2,901","1,661","255","9","18,794","18,794","1,116","1,883","2,911","2,455","2,856","3,154","2,481","1,220","645","70","3","19,254","19,254","1,070","1,583","2,637","2,218","3,045","3,162","2,651","1,681","1,016","185","6"
"서울특별시 성북구 월곡제1동(1129071500)","25,859","25,859","1,661","2,511","2,871","3,254","4,266","4,310","3,703","2,159","1,017","105","2","12,472","12,472","831","1,247","1,354","1,595","2,116","2,170","1,772","915","446","26","0","13,387","13,387","830","1,264","1,517","1,659","2,150","2,140","1,931","1,244","571","79","2"
"서울특별시 성북구 월곡제2동(1129072500)","19,169","19,169","852","1,422","3,527","2,604","2,556","2,956","2,743","1,581","823","102","3","9,135","9,135","448","712","1,430","1,355","1,287","1,495","1,321","722","341","23","1","10,034","10,034","404","710","2,097","1,249","1,269","1,461","1,422","859","482","79","2"
"서울특별시 성북구 장위제1동(1129076000)","23,732","23,732","1,548","1,802","3,108","3,229","3,598","4,138","3,593","1,785","838","90","3","11,540","11,540","755","916","1,533","1,689","1,833","1,981","1,702","797","308","26","0","12,192","12,192","793","886","1,575","1,540","1,765","2,157","1,891","988","530","64","3"
